"","Player","Team","Position","GP","TOI","TOI/GP","CF/60","CA/60","CF%","FF/60","FA/60","FF%","SF/60","SA/60","SF%","GF/60","GA/60","GF%","SCF/60","SCA/60","SCF%","HDCF/60","HDCA/60","HDCF%","HDGF/60","HDGA/60","HDGF%","MDCF/60","MDCA/60","MDCF%","MDGF/60","MDGA/60","MDGF%","LDCF/60","LDCA/60","LDCF%","LDGF/60","LDGA/60","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"448","Jeremy Williams","NYR","R","1","3.7166666666667","3.7166666666667","48.43","193.72","20.00","16.14","129.15","11.11","16.14","80.72","16.67","0","0","-","16.14","161.43","9.09","16.14","64.57","20.00","0","0","-","0","129.15","0.00","0","0","-","46.64","46.64","50.00","0","0","-","0.00","100.00","1.000","16.14","0","0","80.72","100.00","16.14","0","16.14","50.00"
"823","James Wright","T.B","C","1","4.6","4.6","13.04","130.43","9.09","13.04","78.26","14.29","13.04","52.17","20.00","0","26.09","0.00","0","65.22","0.00","0","39.13","0.00","0","26.09","0.00","0","34.78","0.00","0","0","-","18.84","56.52","25.00","0","0","-","0.00","50.00","0.500","0","13.04","0","65.22","-","0","26.09","13.04","0.00"
"91","Brian Willsie","WSH","R","1","6.25","6.25","19.2","115.2","14.29","19.2","76.8","20.00","19.2","67.2","22.22","9.6","9.6","50.00","9.6","67.2","12.50","0","38.4","0.00","0","9.6","0.00","12.8","38.4","25.00","12.8","0","100.00","13.87","41.6","25.00","0","0","-","50.00","85.71","1.357","28.8","0","9.6","48","75.00","28.8","19.2","19.2","60.00"
"627","Brett Festerling","ANA","D","1","14.883333333333","14.883333333333","20.16","108.85","15.63","12.09","76.6","13.64","4.03","60.47","6.25","0","8.06","0.00","12.09","44.34","21.43","4.03","16.13","20.00","0","4.03","0.00","10.75","37.63","22.22","0","0","-","5.82","75.7","7.14","0","5.82","0.00","0.00","86.67","0.867","4.03","0","8.06","60.47","33.33","8.06","0","12.09","40.00"
"891","Matt Campanale","NYI","D","1","8.35","8.35","28.74","93.41","23.53","21.56","79.04","21.43","14.37","64.67","18.18","0","0","-","14.37","50.3","22.22","7.19","14.37","33.33","0","0","-","9.58","47.9","16.67","0","0","-","20.76","62.28","25.00","0","0","-","0.00","100.00","1.000","7.19","14.37","14.37","57.49","33.33","14.37","14.37","14.37","50.00"
"167","Trevor Gillies","NYI","L","39","119.68333333333","3.0688034188034","36.1","87.23","29.27","24.56","62.16","28.32","20.55","43.62","32.03","2.51","4.01","38.46","14.04","40.61","25.69","5.51","21.56","20.37","1.5","3.01","33.33","11.36","25.4","30.91","0","0.67","0.00","23.9","60.83","28.21","1.45","0.72","66.67","12.20","90.80","1.030","14.04","15.54","7.52","66.68","65.12","18.55","21.06","20.55","47.44"
"549","Mike Blunden","CBJ","R","1","10.516666666667","10.516666666667","57.05","85.58","40.00","39.94","74.17","35.00","17.12","57.05","23.08","0","5.71","0.00","17.12","45.64","27.27","5.71","28.53","16.67","0","5.71","0.00","15.21","22.82","40.00","0","0","-","57.69","57.69","50.00","0","0","-","0.00","90.00","0.900","17.12","22.82","0","45.64","100.00","28.53","22.82","17.12","62.50"
"737","Paul Postma","ATL","D","1","9.9166666666667","9.9166666666667","54.45","84.71","39.13","42.35","48.4","46.67","36.3","30.25","54.55","0","0","-","24.2","36.3","40.00","6.05","12.1","33.33","0","0","-","24.2","32.27","42.86","0","0","-","26.22","61.18","30.00","0","0","-","0.00","100.00","1.000","6.05","6.05","0","90.76","100.00","6.05","12.1","0","100.00"
"619","Mario Bliznak","VAN","C","4","26.45","6.6125","22.68","83.93","21.28","20.42","63.52","24.32","13.61","43.1","24.00","4.54","2.27","66.67","13.61","56.71","19.35","9.07","20.42","30.77","4.54","2.27","66.67","6.05","48.39","11.11","0","0","-","9.83","29.49","25.00","0","0","-","33.33","94.74","1.281","4.54","22.68","11.34","56.71","28.57","11.34","27.22","22.68","33.33"
"865","Brandon Pirri","CHI","R","1","8.9333333333333","8.9333333333333","53.73","80.6","40.00","40.3","47.01","46.15","40.3","33.58","54.55","0","6.72","0.00","33.58","26.87","55.56","0","6.72","0.00","0","6.72","0.00","44.78","26.87","62.50","0","0","-","29.1","67.91","30.00","0","0","-","0.00","80.00","0.800","6.72","6.72","6.72","60.45","50.00","13.43","13.43","20.15","40.00"
